Num,x1,x2,x3,x4,x5,x1Name,x2Name,x3Name,x4Name,x5Name,account,subArea,Population(K),GNI(M$),y1,y2,y3,z1,z2,z3
339,jp,6,3029,,,日本,山形県,中山町,,,,,10455,
340,jp,6,3215,,,日本,山形県,河北町,,,,,16809,
341,jp,6,3223,,,日本,山形県,西川町,,,,,4536,
342,jp,6,3231,,,日本,山形県,朝日町,,,,,5782,
343,jp,6,3240,,,日本,山形県,大江町,,,,,7062,
344,jp,6,3410,,,日本,山形県,大石田町,,,,,5979,
345,jp,6,3614,,,日本,山形県,金山町,,,,,4691,
346,jp,6,3622,,,日本,山形県,最上町,,,,,7358,
347,jp,6,3631,,,日本,山形県,舟形町,,,,,4662,
348,jp,6,3649,,,日本,山形県,真室川町,,,,,6481,
349,jp,6,3657,,,日本,山形県,大蔵村,,,,,2760,
350,jp,6,3665,,,日本,山形県,鮭川村,,,,,3659,
351,jp,6,3673,,,日本,山形県,戸沢村,,,,,3850,
352,jp,6,3819,,,日本,山形県,高畠町,,,,,21306,
353,jp,6,3827,,,日本,山形県,川西町,,,,,13385,
354,jp,6,4017,,,日本,山形県,小国町,,,,,6537,
355,jp,6,4025,,,日本,山形県,白鷹町,,,,,12222,
356,jp,6,4033,,,日本,山形県,飯豊町,,,,,6203,
357,jp,6,4262,,,日本,山形県,三川町,,,,,7009,
358,jp,6,4289,,,日本,山形県,庄内町,,,,,19144,
359,jp,6,4611,,,日本,山形県,遊佐町,,,,,12157,
360,jp,7,,,,日本,福島県,,,,,,1771314,
361,jp,7,2010,,,日本,福島県,福島市,,,,,264652,
362,jp,7,2028,,,日本,福島県,会津若松市,,,,,110841,
363,jp,7,2036,,,日本,福島県,郡山市,,,,,312433,
364,jp,7,2044,,,日本,福島県,いわき市,,,,,303171,
365,jp,7,2052,,,日本,福島県,白河市,,,,,57085,
366,jp,7,2079,,,日本,福島県,須賀川市,,,,,72918,
367,jp,7,2087,,,日本,福島県,喜多方市,,,,,43519,
368,jp,7,2095,,,日本,福島県,相馬市,,,,,32261,
369,jp,7,2109,,,日本,福島県,二本松市,,,,,50358,
370,jp,7,2117,,,日本,福島県,田村市,,,,,32982,
371,jp,7,2125,,,日本,福島県,南相馬市,,,,,55774,
372,jp,7,2133,,,日本,福島県,伊達市,,,,,55997,
373,jp,7,2141,,,日本,福島県,本宮市,,,,,29712,
374,jp,7,3016,,,日本,福島県,桑折町,,,,,10951,
375,jp,7,3032,,,日本,福島県,国見町,,,,,8095,
376,jp,7,3083,,,日本,福島県,川俣町,,,,,11412,
377,jp,7,3229,,,日本,福島県,大玉村,,,,,8817,
378,jp,7,3423,,,日本,福島県,鏡石町,,,,,12356,
379,jp,7,3440,,,日本,福島県,天栄村,,,,,5171,
380,jp,7,3628,,,日本,福島県,下郷町,,,,,4792,
381,jp,7,3644,,,日本,福島県,檜枝岐村,,,,,484,
382,jp,7,3679,,,日本,福島県,只見町,,,,,3690,
383,jp,7,3687,,,日本,福島県,南会津町,,,,,13349,
384,jp,7,4021,,,日本,福島県,北塩原村,,,,,2394,
385,jp,7,4055,,,日本,福島県,西会津町,,,,,5408,
386,jp,7,4071,,,日本,福島県,磐梯町,,,,,3151,
387,jp,7,4080,,,日本,福島県,猪苗代町,,,,,12552,
388,jp,7,4217,,,日本,福島県,会津坂下町,,,,,14217,
389,jp,7,4225,,,日本,福島県,湯川村,,,,,2980,
390,jp,7,4233,,,日本,福島県,柳津町,,,,,2841,
391,jp,7,4446,,,日本,福島県,三島町,,,,,1327,
392,jp,7,4454,,,日本,福島県,金山町,,,,,1749,
393,jp,7,4462,,,日本,福島県,昭和村,,,,,1085,
394,jp,7,4471,,,日本,福島県,会津美里町,,,,,18117,
395,jp,7,4616,,,日本,福島県,西郷村,,,,,20616,
396,jp,7,4641,,,日本,福島県,泉崎村,,,,,6092,
397,jp,7,4659,,,日本,福島県,中島村,,,,,4732,
398,jp,7,4667,,,日本,福島県,矢吹町,,,,,16807,
399,jp,7,4811,,,日本,福島県,棚倉町,,,,,12789,
400,jp,7,4829,,,日本,福島県,矢祭町,,,,,5145,
401,jp,7,4837,,,日本,福島県,塙町,,,,,7821,
402,jp,7,4845,,,日本,福島県,鮫川村,,,,,2846,
